K,Metric,Dataset,Voting,CV,Accuracy,F-score,Precision,Recall
11,euclidean,wine,uniform,6,0.9488095238095239,0.9506849762379893,0.952861952861953,0.9570707070707072
13,euclidean,wine,uniform,2,0.9718434343434343,0.9721518259044912,0.9697601323407776,0.9764550264550265
13,euclidean,wine,uniform,3,0.9722222222222222,0.9725910599807849,0.9718741297688666,0.976851851851852
13,euclidean,wine,uniform,4,0.9722222222222222,0.9729599567099567,0.9732905982905983,0.9768518518518519
13,euclidean,wine,uniform,5,0.9655275443510739,0.9667346143135618,0.966926406926407,0.9714285714285715
13,euclidean,wine,uniform,6,0.9777777777777779,0.9782916240716751,0.9775533108866442,0.9814814814814815
15,euclidean,wine,uniform,2,0.9719696969696969,0.972823545257401,0.9721646185355863,0.9742724867724868
15,euclidean,wine,uniform,3,0.9718390804597701,0.97270896384667,0.9716370992841581,0.975523349436393
15,euclidean,wine,uniform,4,0.9664082687338501,0.9672963764771656,0.9657127594627595,0.9719498910675382
15,euclidean,wine,uniform,5,0.9666580866580867,0.9670197320772033,0.9665112665112666,0.9717460317460318
15,euclidean,wine,uniform,6,0.9773809523809525,0.9782811675394796,0.9775533108866442,0.9810606060606061
17,euclidean,wine,uniform,2,0.9775252525252525,0.9781139122315593,0.9764267990074442,0.9812169312169312
17,euclidean,wine,uniform,3,0.9720306513409961,0.9724363853163064,0.9705363626932254,0.9766505636070854
17,euclidean,wine,uniform,4,0.9717054263565891,0.972087074262408,0.9700053418803419,0.9763071895424837
17,euclidean,wine,uniform,5,0.9661725591137357,0.9665844464824975,0.9650738150738152,0.9717460317460318
17,euclidean,wine,uniform,6,0.9777777777777779,0.9782916240716752,0.9775533108866442,0.9814814814814815
19,euclidean,wine,uniform,2,0.9775252525252525,0.9779763141711255,0.9757347670250897,0.9812169312169312
19,euclidean,wine,uniform,3,0.960727969348659,0.9617314323349304,0.960170802327665,0.9671900161030597
19,euclidean,wine,uniform,4,0.9722222222222222,0.9724387819643987,0.9703525641025641,0.9768518518518519
19,euclidean,wine,uniform,5,0.9769654528478059,0.9776849307711245,0.9765889665889667,0.980952380952381
19,euclidean,wine,uniform,6,0.9662698412698413,0.9668382358066928,0.9664421997755329,0.9718013468013469
21,euclidean,wine,uniform,2,0.9607323232323233,0.9617334650117471,0.9593434656741109,0.9671957671957672
21,euclidean,wine,uniform,3,0.9664750957854406,0.9671205307867607,0.9649808071376699,0.9720209339774556
21,euclidean,wine,uniform,4,0.9664082687338501,0.9673569339947423,0.966672726783021,0.9719498910675382
21,euclidean,wine,uniform,5,0.9774509803921569,0.9779168148290955,0.9770163170163171,0.980952380952381
21,euclidean,wine,uniform,6,0.9777777777777779,0.978675645342312,0.9796296296296297,0.9814814814814815
23,euclidean,wine,uniform,2,0.9664141414141414,0.9677300298650533,0.965959595959596,0.9719576719576719
23,euclidean,wine,uniform,3,0.9666666666666667,0.9672812017144872,0.9657263578832206,0.9722222222222223
23,euclidean,wine,uniform,4,0.9719638242894058,0.9731076538631093,0.9721672322775264,0.9765795206971677
23,euclidean,wine,uniform,5,0.9779279279279279,0.9786263970172016,0.9783549783549784,0.9812698412698413
23,euclidean,wine,uniform,6,0.9722222222222223,0.971557682083998,0.9755892255892255,0.9768518518518517
25,euclidean,wine,uniform,2,0.9662878787878788,0.9678629032610049,0.9664724164724166,0.9718253968253968
25,euclidean,wine,uniform,3,0.960727969348659,0.9622262080062591,0.9609163530732158,0.9671900161030597
25,euclidean,wine,uniform,4,0.9664082687338501,0.966982757283091,0.966159188034188,0.9719498910675382
25,euclidean,wine,uniform,5,0.9715600474424004,0.9724600695175407,0.9715617715617716,0.9765079365079365
25,euclidean,wine,uniform,6,0.9773809523809525,0.9780026935767951,0.9770482603815936,0.9810606060606061
27,euclidean,wine,uniform,2,0.9718434343434343,0.9725951430162822,0.9710648148148148,0.9764550264550265
27,euclidean,wine,uniform,3,0.9720306513409961,0.9723673752042545,0.9702911467617351,0.9766505636070854
27,euclidean,wine,uniform,4,0.955297157622739,0.9566368276926169,0.9549930869783811,0.9626906318082789
27,euclidean,wine,uniform,5,0.971896181896182,0.9722458302155822,0.9716883116883117,0.9765079365079365
27,euclidean,wine,uniform,6,0.9666666666666667,0.9675681427599585,0.9671717171717171,0.9722222222222223
29,euclidean,wine,uniform,2,0.9662878787878788,0.967695308205941,0.9661781430934657,0.9718253968253968
29,euclidean,wine,uniform,3,0.9662835249042145,0.9672446999812728,0.9654618076186704,0.9718196457326892
29,euclidean,wine,uniform,4,0.9550387596899225,0.9567311655443076,0.9559088378941321,0.9624183006535948
29,euclidean,wine,uniform,5,0.9669669669669669,0.9674578754578753,0.9664335664335664,0.9720634920634922
29,euclidean,wine,uniform,6,0.9666666666666667,0.9679103379018127,0.9675645342312009,0.9722222222222222
3,minkowski,wine,uniform,2,0.9496212121212122,0.9492011694977033,0.9475385154061624,0.9557539682539683
3,minkowski,wine,uniform,3,0.9660919540229885,0.9667976953886667,0.9654618076186704,0.9716183574879227
3,minkowski,wine,uniform,4,0.9605943152454781,0.9611127043681599,0.9603208270487682,0.9650054466230937
3,minkowski,wine,uniform,5,0.9617117117117117,0.9628369655036323,0.9643667443667443,0.9679365079365081
3,minkowski,wine,uniform,6,0.9722222222222223,0.972608191278268,0.9713804713804713,0.9768518518518517
5,minkowski,wine,uniform,2,0.9549242424242425,0.9557784704246843,0.953622311827957,0.9601190476190476
5,minkowski,wine,uniform,3,0.9777777777777777,0.978203514373727,0.9768270944741534,0.9814814814814815
5,minkowski,wine,uniform,4,0.9661498708010337,0.9663490867597146,0.9645108363858365,0.971677559912854
5,minkowski,wine,uniform,5,0.9714098972922504,0.9717070230388309,0.9699222999223001,0.9761904761904763
5,minkowski,wine,uniform,6,0.9603174603174603,0.960242470579214,0.9606902356902357,0.9644360269360269
7,minkowski,wine,uniform,2,0.9777777777777779,0.9781530676786845,0.9767628205128205,0.9814814814814814
7,minkowski,wine,uniform,3,0.9551724137931035,0.9567142800838452,0.9557115270350565,0.9602455716586151
7,minkowski,wine,uniform,4,0.9611111111111111,0.9619784344985958,0.9619108220211161,0.9675925925925927
7,minkowski,wine,uniform,5,0.9494793953617483,0.9496447256447256,0.9499463499463499,0.9554497354497353
7,minkowski,wine,uniform,6,0.9662698412698413,0.9664523261014489,0.9671717171717171,0.9718013468013468
9,minkowski,wine,uniform,2,0.9554292929292929,0.9563295128503685,0.9545058883768562,0.9619047619047618
9,minkowski,wine,uniform,3,0.960727969348659,0.9614183366404959,0.9619047619047619,0.9671900161030594
9,minkowski,wine,uniform,4,0.9666666666666667,0.9670475589225589,0.9671191553544494,0.9722222222222223
9,minkowski,wine,uniform,5,0.9661725591137357,0.9664654533474861,0.9642890442890444,0.9717460317460318
9,minkowski,wine,uniform,6,0.9555555555555556,0.95621644939633,0.9564534231200897,0.9629629629629629
11,minkowski,wine,uniform,2,0.9549242424242425,0.9551010716525744,0.9536461000170677,0.9599867724867726
11,minkowski,wine,uniform,3,0.9660919540229885,0.9668845442120061,0.9652453574022201,0.9716183574879227
11,minkowski,wine,uniform,4,0.9722222222222222,0.9725424038327265,0.971268315018315,0.9768518518518519
11,minkowski,wine,uniform,5,0.9720455749867515,0.9724315869963046,0.9721445221445221,0.9765079365079365
11,minkowski,wine,uniform,6,0.9710317460317461,0.9723342171854757,0.9747474747474748,0.9755892255892257
13,minkowski,wine,uniform,2,0.9661616161616162,0.9671319607253741,0.9655092592592592,0.9716931216931217
13,minkowski,wine,uniform,3,0.9720306513409961,0.9729285223317619,0.9714927048260381,0.9757246376811595
13,minkowski,wine,uniform,4,0.9661498708010335,0.9668603698982562,0.9665776353276354,0.9693627450980392
13,minkowski,wine,uniform,5,0.9723723723723724,0.9732030281155719,0.9743589743589745,0.9765079365079365
13,minkowski,wine,uniform,6,0.9833333333333334,0.9839750568650825,0.9837261503928171,0.9861111111111112
15,minkowski,wine,uniform,2,0.9550505050505051,0.9565349776274146,0.9546086171892625,0.9624338624338624
15,minkowski,wine,uniform,3,0.9490421455938698,0.9507015498367525,0.9502942591177885,0.9563098567675227
15,minkowski,wine,uniform,4,0.9719638242894056,0.9726909480989178,0.971268315018315,0.9765795206971678
15,minkowski,wine,uniform,5,0.9712511671335202,0.971517089515564,0.9699222999223001,0.9761904761904763
15,minkowski,wine,uniform,6,0.9777777777777779,0.9781841883291159,0.9787878787878789,0.9814814814814815
17,minkowski,wine,uniform,2,0.9608585858585859,0.9619244070602081,0.9603121266427719,0.9673280423280424
17,minkowski,wine,uniform,3,0.9718390804597701,0.9732542018451732,0.9731615673644658,0.9764492753623188
17,minkowski,wine,uniform,4,0.960594315245478,0.9622633633191525,0.9619601889338731,0.9661220043572984
17,minkowski,wine,uniform,5,0.9714098972922504,0.9717070230388309,0.9699222999223001,0.9761904761904763
17,minkowski,wine,uniform,6,0.965873015873016,0.966483094636278,0.9680695847362514,0.9713804713804715
19,minkowski,wine,uniform,2,0.9661616161616162,0.9667812619334867,0.9643837882547561,0.9716931216931217
19,minkowski,wine,uniform,3,0.9773946360153257,0.9778255403918181,0.9760815437286027,0.9810789049919485
19,minkowski,wine,uniform,4,0.9772609819121447,0.978243161408484,0.9776785714285714,0.9809368191721133
19,minkowski,wine,uniform,5,0.9776104676104677,0.9780871000568521,0.9770163170163171,0.9812698412698413
19,minkowski,wine,uniform,6,0.9722222222222223,0.9731905521379206,0.9755892255892257,0.9768518518518517
21,minkowski,wine,uniform,2,0.9776515151515152,0.9781143983903204,0.9762475875379102,0.9813492063492064
21,minkowski,wine,uniform,3,0.9720306513409961,0.973024351470987,0.971536089183148,0.9766505636070854
21,minkowski,wine,uniform,4,0.9664082687338501,0.9672253573961355,0.9651442307692308,0.9719498910675382
21,minkowski,wine,uniform,5,0.9772743331566861,0.9778552159988811,0.9765889665889667,0.9812698412698413
21,minkowski,wine,uniform,6,0.9777777777777779,0.9785321243121755,0.9783950617283951,0.9814814814814815
23,minkowski,wine,uniform,2,0.9720959595959596,0.9723362481972687,0.9700961538461539,0.9767195767195767
23,minkowski,wine,uniform,3,0.9775862068965516,0.9782409024675891,0.9768077601410935,0.981280193236715
23,minkowski,wine,uniform,4,0.9775193798449612,0.9782888795792022,0.9767628205128205,0.9812091503267975
23,minkowski,wine,uniform,5,0.9717281146692912,0.9727194135297452,0.9714607614607615,0.9765079365079365
23,minkowski,wine,uniform,6,0.9773809523809525,0.9782811675394796,0.9775533108866442,0.9810606060606061
25,minkowski,wine,uniform,2,0.9606060606060607,0.9620960033467252,0.9612794612794613,0.9670634920634921
25,minkowski,wine,uniform,3,0.9775862068965516,0.9780984447651114,0.9768270944741534,0.981280193236715
25,minkowski,wine,uniform,4,0.965891472868217,0.9667991296801086,0.9657127594627594,0.9714052287581699
25,minkowski,wine,uniform,5,0.9720455749867515,0.9724433610797798,0.970955710955711,0.9765079365079365
25,minkowski,wine,uniform,6,0.9773809523809525,0.9780615803633707,0.9775533108866442,0.9810606060606061
27,minkowski,wine,uniform,2,0.9549242424242425,0.957077124368743,0.9560398942455395,0.9613756613756614
27,minkowski,wine,uniform,3,0.960727969348659,0.9617314323349304,0.960170802327665,0.9671900161030597
27,minkowski,wine,uniform,4,0.9717054263565891,0.972087074262408,0.9700053418803419,0.9763071895424837
27,minkowski,wine,uniform,5,0.9664907764907763,0.9674047096503238,0.9675702075702077,0.9720634920634922
27,minkowski,wine,uniform,6,0.9666666666666668,0.9677116637900952,0.9684062850729518,0.9722222222222223
29,minkowski,wine,uniform,2,0.9550505050505051,0.9565542883820195,0.9554341805148258,0.9602513227513227
29,minkowski,wine,uniform,3,0.960536398467433,0.9623905052004696,0.9619207952541285,0.966988727858293
29,minkowski,wine,uniform,4,0.9775193798449613,0.9781488235567932,0.9767628205128205,0.9812091503267973
29,minkowski,wine,uniform,5,0.9774244833068362,0.9783150183150184,0.9783549783549784,0.9815873015873017
29,minkowski,wine,uniform,6,0.9773809523809525,0.9780026935767951,0.9770482603815936,0.9810606060606061
3,chebyshev,wine,distance,2,0.9042929292929294,0.9051126298561383,0.9045415310437448,0.9145502645502646
3,chebyshev,wine,distance,3,0.9327586206896553,0.9332842109077858,0.9323078858245099,0.9370974235104671
3,chebyshev,wine,distance,4,0.9381136950904393,0.9392031831844451,0.9424214130096483,0.943627450980392
3,chebyshev,wine,distance,5,0.9324952683776212,0.9333958119000336,0.9373948273948274,0.9415873015873014
3,chebyshev,wine,distance,6,0.9440476190476191,0.9445189553296297,0.9437289562289563,0.9486531986531986
5,chebyshev,wine,distance,2,0.9157828282828282,0.9165480487567694,0.9147506809482807,0.9241470534573983
5,chebyshev,wine,distance,3,0.9270114942528735,0.9276958075299753,0.9284155288524428,0.9345813204508856
5,chebyshev,wine,distance,4,0.9330749354005168,0.9332344167270638,0.9324499030381384,0.9395424836601307
5,chebyshev,wine,distance,5,0.9606076664900194,0.9612930636838684,0.9611055611055612,0.966984126984127
5,chebyshev,wine,distance,6,0.9265873015873017,0.9281460988728679,0.9318963443963444,0.9343434343434343
7,chebyshev,wine,distance,2,0.9325757575757576,0.9338918023349692,0.9327353896103896,0.9371829958036855
7,chebyshev,wine,distance,3,0.9551724137931035,0.9565075957714367,0.9562841093105372,0.9602455716586151
7,chebyshev,wine,distance,4,0.9381136950904393,0.9395664970668581,0.9398424968277909,0.9451641767818239
7,chebyshev,wine,distance,5,0.9328220657632421,0.9339152024064304,0.9348270248270248,0.9392592592592592
7,chebyshev,wine,distance,6,0.9492063492063494,0.949106236003867,0.9479938271604937,0.9551767676767677
9,chebyshev,wine,distance,2,0.9662878787878788,0.9667093104223751,0.9643981481481481,0.9718253968253968
9,chebyshev,wine,distance,3,0.9381226053639846,0.9391494651961351,0.9379810004810004,0.943840579710145
9,chebyshev,wine,distance,4,0.9489664082687338,0.9503148881152218,0.9505608974358973,0.9552015250544662
9,chebyshev,wine,distance,5,0.9496560425972191,0.9497235874085097,0.9516106116106118,0.9551322751322753
9,chebyshev,wine,distance,6,0.9321428571428573,0.9323892865284709,0.9348244348244349,0.9385521885521886
11,chebyshev,wine,distance,2,0.943939393939394,0.9438987756056223,0.941150763563398,0.9508597883597885
11,chebyshev,wine,distance,3,0.949808429118774,0.9511395486572791,0.9495181999018317,0.9548913043478261
11,chebyshev,wine,distance,4,0.9547803617571059,0.9568874960237914,0.9552350427350428,0.9610955493308434
11,chebyshev,wine,distance,5,0.9491790950614482,0.9514309644869103,0.9540309690309691,0.9547619047619047
11,chebyshev,wine,distance,6,0.9440476190476191,0.9448803434417247,0.946565009065009,0.9509680134680134
13,chebyshev,wine,distance,2,0.9268939393939394,0.9277461401885365,0.9266829004329005,0.9367063492063493
13,chebyshev,wine,distance,3,0.9494252873563219,0.9514029213765208,0.9518197851531185,0.9556159420289855
13,chebyshev,wine,distance,4,0.9494832041343669,0.9495838218398006,0.9506664631664632,0.9554738562091504
13,chebyshev,wine,distance,5,0.9599719887955184,0.9616945926068734,0.9616317016317018,0.9666666666666668
13,chebyshev,wine,distance,6,0.9662698412698414,0.967575945987576,0.9677242510575844,0.970875420875421
15,chebyshev,wine,distance,2,0.9325757575757576,0.9343466174348527,0.9331554795264473,0.9404830322933773
15,chebyshev,wine,distance,3,0.9545977011494253,0.9557593105985952,0.9562314083882711,0.9610305958132046
15,chebyshev,wine,distance,4,0.9439276485788114,0.9457781276359855,0.9471533912710384,0.9501906318082789
15,chebyshev,wine,distance,5,0.9550435309258839,0.9567637470813251,0.9565601065601067,0.9617460317460319
15,chebyshev,wine,distance,6,0.9607142857142857,0.9626211347169754,0.9627384960718294,0.9671717171717172
17,chebyshev,wine,distance,2,0.9440656565656567,0.9449223596141823,0.9429256176439322,0.9500068418171868
17,chebyshev,wine,distance,3,0.9714559386973179,0.972252392855891,0.9717813051146384,0.976046698872786
17,chebyshev,wine,distance,4,0.955297157622739,0.9559017111822445,0.9563212250712251,0.9603758169934641
17,chebyshev,wine,distance,5,0.9495238095238093,0.9514615910405382,0.9536507936507936,0.9555555555555555
17,chebyshev,wine,distance,6,0.9484126984126985,0.9489950961777587,0.9498230164896831,0.9532126823793491
19,chebyshev,wine,distance,2,0.9382575757575757,0.93897410918321,0.9383232780291603,0.944047619047619
19,chebyshev,wine,distance,3,0.9490421455938698,0.9502950467331979,0.9500561167227833,0.9573268921095007
19,chebyshev,wine,distance,4,0.9722222222222222,0.973897115297732,0.9733691553544495,0.9768518518518519
19,chebyshev,wine,distance,5,0.9609344638756404,0.9632728198375375,0.9630480630480631,0.9661904761904762
19,chebyshev,wine,distance,6,0.9496031746031747,0.9517995546229493,0.951936026936027,0.9569865319865319
21,chebyshev,wine,distance,2,0.9378787878787879,0.9392868847827067,0.93929427418826,0.9436507936507936
21,chebyshev,wine,distance,3,0.9379310344827586,0.938023485356235,0.9360874865244003,0.9436392914653785
21,chebyshev,wine,distance,4,0.9386304909560723,0.9386907878087958,0.9391874805477747,0.9444444444444445
21,chebyshev,wine,distance,5,0.9547346506170037,0.9560900338126462,0.9545376845376847,0.9622222222222223
21,chebyshev,wine,distance,6,0.9551587301587302,0.9565434723149983,0.9590930674264007,0.9614197530864197
23,chebyshev,wine,distance,2,0.9042929292929294,0.9060452006099241,0.9119769119769119,0.9144179894179894
23,chebyshev,wine,distance,3,0.9434865900383141,0.9459109795895216,0.9467082836648054,0.9517713365539452
23,chebyshev,wine,distance,4,0.9436692506459948,0.9460956064617405,0.9451449490052432,0.9518362900715841
23,chebyshev,wine,distance,5,0.9444093673505438,0.9460405917042335,0.9457664557664558,0.9522222222222222
23,chebyshev,wine,distance,6,0.9543650793650795,0.9549052962993825,0.956341189674523,0.9617003367003366
25,chebyshev,wine,distance,2,0.9271464646464647,0.9291510367150025,0.9301073545629996,0.9369708994708995
25,chebyshev,wine,distance,3,0.9438697318007664,0.9447890275559505,0.9426646682064638,0.9521739130434782
25,chebyshev,wine,distance,4,0.9547803617571059,0.95590361824973,0.9547069148172089,0.9621459694989106
25,chebyshev,wine,distance,5,0.9437736896560427,0.9449164153359424,0.9447652347652348,0.953015873015873
25,chebyshev,wine,distance,6,0.9607142857142859,0.9626193326108075,0.9625140291806958,0.9662457912457914
27,chebyshev,wine,distance,2,0.9496212121212122,0.9512147854310806,0.9496876856803327,0.9548280423280424
27,chebyshev,wine,distance,3,0.9159003831417625,0.9172648104753254,0.9174112084485845,0.924597423510467
27,chebyshev,wine,distance,4,0.9386304909560723,0.9406547195888294,0.9414274042950515,0.947875816993464
27,chebyshev,wine,distance,5,0.9441004870416634,0.9461397330809994,0.9484570984570985,0.9511111111111112
27,chebyshev,wine,distance,6,0.9496031746031747,0.9511770834122428,0.9508136924803591,0.9569865319865319
29,chebyshev,wine,distance,2,0.9496212121212122,0.9494729766844306,0.9498011821109646,0.9512566137566139
29,chebyshev,wine,distance,3,0.9500000000000001,0.9515722662097491,0.9521328660288592,0.9583333333333334
29,chebyshev,wine,distance,4,0.9325581395348838,0.9342187646670569,0.9355044261294262,0.9436274509803921
29,chebyshev,wine,distance,5,0.9440825699649229,0.9460093867767398,0.9469796869796869,0.9533333333333334
29,chebyshev,wine,distance,6,0.9555555555555556,0.9564967254651825,0.9571829405162738,0.9629629629629629
3,euclidean,wine,distance,2,0.943939393939394,0.9445229159721513,0.9424322978892872,0.9508597883597885
3,euclidean,wine,distance,3,0.9494252873563219,0.9500803470136324,0.9481758528327155,0.9556159420289855
3,euclidean,wine,distance,4,0.960077519379845,0.9599805927809264,0.9607230392156862,0.9641884531590413
3,euclidean,wine,distance,5,0.9660044918868449,0.9675988057424707,0.9670651570651572,0.9717460317460318
3,euclidean,wine,distance,6,0.9718253968253969,0.9723632931433442,0.9729236812570146,0.9741161616161617
5,euclidean,wine,distance,2,0.9607323232323233,0.9617334650117471,0.9593434656741109,0.9671957671957672
5,euclidean,wine,distance,3,0.949808429118774,0.9495130499125141,0.9490284036319842,0.9558172302737519
5,euclidean,wine,distance,4,0.95,0.9502658037987735,0.9496179882209295,0.9560185185185185
5,euclidean,wine,distance,5,0.9664993564993566,0.9668982888680409,0.965905205905206,0.9717460317460318
5,euclidean,wine,distance,6,0.9666666666666667,0.9664626781762332,0.9671069671069671,0.9699074074074074
7,euclidean,wine,distance,2,0.960479797979798,0.9609120406977358,0.9607228195937874,0.9646164021164022
7,euclidean,wine,distance,3,0.9438697318007664,0.9454653273632315,0.9459435626102293,0.9507850241545893
7,euclidean,wine,distance,4,0.9497416020671834,0.9504878819754345,0.9531145257248198,0.9560185185185186
7,euclidean,wine,distance,5,0.9609344638756403,0.9614738861103047,0.9602719502719503,0.9650793650793652
7,euclidean,wine,distance,6,0.9492063492063493,0.94988184927948,0.9499719416386082,0.9551767676767677
9,euclidean,wine,distance,2,0.9776515151515152,0.9787605126848398,0.9774603174603176,0.9804232804232804
9,euclidean,wine,distance,3,0.960919540229885,0.9614390662817668,0.9597826265008927,0.9673913043478262
9,euclidean,wine,distance,4,0.9719638242894058,0.9723655009011288,0.9709210927960928,0.9765795206971677
9,euclidean,wine,distance,5,0.9558472758472758,0.9566571088424898,0.9585347985347985,0.9606349206349206
9,euclidean,wine,distance,6,0.9496031746031747,0.94994832832855,0.9509453509453509,0.9555976430976432
11,euclidean,wine,distance,2,0.9775252525252525,0.9781139122315593,0.9764267990074442,0.9812169312169312
11,euclidean,wine,distance,3,0.9660919540229885,0.9677037660621792,0.9676060118089103,0.9716183574879227
11,euclidean,wine,distance,4,0.9603359173126615,0.9604159808870927,0.9590163308913309,0.9667755991285402
11,euclidean,wine,distance,5,0.9663312892724658,0.9678353415884651,0.9688034188034187,0.9717460317460318
11,euclidean,wine,distance,6,0.9547619047619048,0.9554866244550814,0.956341189674523,0.9621212121212123
13,euclidean,wine,distance,2,0.9832070707070707,0.9840449316706581,0.9829166666666667,0.985978835978836
13,euclidean,wine,distance,3,0.9547892720306513,0.9558376973977997,0.9546256212922879,0.9621578099838969
13,euclidean,wine,distance,4,0.9775193798449613,0.9779634323814133,0.9764155982905983,0.9812091503267973
13,euclidean,wine,distance,5,0.9722136422136423,0.9732854663429376,0.9724941724941726,0.9765079365079365
13,euclidean,wine,distance,6,0.9769841269841271,0.9775220233020745,0.9775533108866442,0.9806397306397306
15,euclidean,wine,distance,2,0.9661616161616162,0.9674054023000158,0.9656653225806452,0.9716931216931217
15,euclidean,wine,distance,3,0.9775862068965516,0.9780284791284313,0.9768077601410935,0.981280193236715
15,euclidean,wine,distance,4,0.9717054263565891,0.9725288756941983,0.971268315018315,0.9763071895424837
15,euclidean,wine,distance,5,0.9776190476190475,0.9781369248035915,0.9786324786324787,0.980952380952381
15,euclidean,wine,distance,6,0.9722222222222222,0.9728486915187683,0.9722222222222222,0.976851851851852
17,euclidean,wine,distance,2,0.9494949494949495,0.9514122722806688,0.9513524669774671,0.9556216931216932
17,euclidean,wine,distance,3,0.9775862068965516,0.9780428434460006,0.9760815437286027,0.981280193236715
17,euclidean,wine,distance,4,0.9772609819121447,0.978243161408484,0.9776785714285714,0.9809368191721133
17,euclidean,wine,distance,5,0.9725225225225225,0.9732299491280001,0.9731779331779332,0.9760317460317459
17,euclidean,wine,distance,6,0.965873015873016,0.9669072262579688,0.9670594837261505,0.9713804713804715
19,euclidean,wine,distance,2,0.9720959595959596,0.9730413904692312,0.9715151515151516,0.9767195767195767
19,euclidean,wine,distance,3,0.9722222222222222,0.9724386694382328,0.9705363626932254,0.9768518518518517
19,euclidean,wine,distance,4,0.9719638242894056,0.9723097041847042,0.9709653092006033,0.9765795206971678
19,euclidean,wine,distance,5,0.9774424003835769,0.9782770335801189,0.9770163170163171,0.9812698412698413
19,euclidean,wine,distance,6,0.9722222222222222,0.9727517123084045,0.9726150392817058,0.976851851851852
21,euclidean,wine,distance,2,0.960479797979798,0.9625234025234025,0.9626696832579187,0.966931216931217
21,euclidean,wine,distance,3,0.9603448275862069,0.9612675225300763,0.9606758528327156,0.9667874396135266
21,euclidean,wine,distance,4,0.9717054263565891,0.9727322355527306,0.971207264957265,0.9763071895424837
21,euclidean,wine,distance,5,0.9776190476190475,0.9779168148290955,0.9770163170163171,0.980952380952381
21,euclidean,wine,distance,6,0.9777777777777777,0.9785112112477842,0.9775533108866442,0.9814814814814814
23,euclidean,wine,distance,2,0.9660353535353536,0.9672766600786331,0.9664646464646465,0.9715608465608466
23,euclidean,wine,distance,3,0.960536398467433,0.9615096064096039,0.9592281356987239,0.966988727858293
23,euclidean,wine,distance,4,0.9719638242894058,0.9727542519350412,0.971207264957265,0.9765795206971677
23,euclidean,wine,distance,5,0.9718868448280213,0.9731412311109832,0.971888111888112,0.9765079365079365
23,euclidean,wine,distance,6,0.9718253968253969,0.9730006187806698,0.9725028058361391,0.9764309764309765
25,euclidean,wine,distance,2,0.9551767676767677,0.9566221502661199,0.9554341805148258,0.9602513227513227
25,euclidean,wine,distance,3,0.9659003831417624,0.966418537808345,0.9652453574022202,0.9714170692431563
25,euclidean,wine,distance,4,0.9611111111111111,0.962036490549299,0.9616720085470085,0.9675925925925926
25,euclidean,wine,distance,5,0.9720369949781714,0.9723052074631022,0.9703496503496505,0.9768253968253969
25,euclidean,wine,distance,6,0.9777777777777779,0.9785321243121755,0.9783950617283951,0.9814814814814815
27,euclidean,wine,distance,2,0.9775252525252525,0.9779763141711255,0.9757347670250897,0.9812169312169312
27,euclidean,wine,distance,3,0.9664750957854406,0.9679765215997099,0.9667260843731432,0.9720209339774556
27,euclidean,wine,distance,4,0.960594315245478,0.9618064696741168,0.9614643934496876,0.9670479302832244
27,euclidean,wine,distance,5,0.9720455749867515,0.9728342460656304,0.9721445221445222,0.9765079365079365
27,euclidean,wine,distance,6,0.9718253968253969,0.9727412557762088,0.972615039281706,0.9764309764309765
29,euclidean,wine,distance,2,0.9718434343434343,0.9729075391611808,0.971207264957265,0.9764550264550265
29,euclidean,wine,distance,3,0.9662835249042145,0.9669175920501476,0.9642545907251789,0.9718196457326892
29,euclidean,wine,distance,4,0.9722222222222222,0.9728632029734972,0.9718810601163543,0.9768518518518519
29,euclidean,wine,distance,5,0.966304792187145,0.9671939896135168,0.9664102564102564,0.9723809523809523
29,euclidean,wine,distance,6,0.9714285714285715,0.9718246668105329,0.9708754208754208,0.9760101010101011
3,minkowski,wine,distance,2,0.9717171717171718,0.9719279892921744,0.9697601323407776,0.9763227513227514
3,minkowski,wine,distance,3,0.9490421455938697,0.9501156732777559,0.9502942591177885,0.957326892109501
3,minkowski,wine,distance,4,0.9666666666666667,0.9676540225271251,0.966672726783021,0.9722222222222222
3,minkowski,wine,distance,5,0.9436149594973123,0.9437242741438012,0.9426728826728826,0.953015873015873
3,minkowski,wine,distance,6,0.9654761904761906,0.9663258981022699,0.9670594837261505,0.970959595959596
5,minkowski,wine,distance,2,0.9664141414141414,0.966531736339993,0.9638829151732378,0.9719576719576719
5,minkowski,wine,distance,3,0.960727969348659,0.9611721581717214,0.9584448594252516,0.9671900161030597
5,minkowski,wine,distance,4,0.960594315245478,0.9614478295933518,0.9614303520553521,0.9647331154684096
5,minkowski,wine,distance,5,0.9666580866580865,0.967051352630563,0.9673659673659675,0.9717460317460318
5,minkowski,wine,distance,6,0.9551587301587302,0.9562077949703024,0.9566778900112234,0.9625420875420875
7,minkowski,wine,distance,2,0.9494949494949495,0.9503119625063576,0.9487794612794613,0.955489417989418
7,minkowski,wine,distance,3,0.9662835249042145,0.9669175920501476,0.9642545907251789,0.9718196457326892
7,minkowski,wine,distance,4,0.955297157622739,0.9557248161126245,0.954767964878259,0.9626906318082789
7,minkowski,wine,distance,5,0.9609438009438008,0.9618993843908756,0.9625641025641027,0.9669841269841271
7,minkowski,wine,distance,6,0.9496031746031747,0.9501730183786988,0.9535634118967452,0.9560185185185185
9,minkowski,wine,distance,2,0.9660353535353536,0.967236440923811,0.9661781430934657,0.9715608465608466
