K,Metric,Dataset,Voting,CV,Accuracy,F-score,Precision,Recall
27,minkowski,diabetes,uniform,6,0.7460933526114468,0.6934036738078642,0.7314612072019644,0.6837085716603789
29,minkowski,diabetes,uniform,2,0.7565104166666667,0.6938699547567779,0.7593908149166468,0.6822835820895523
29,minkowski,diabetes,uniform,3,0.7578202089850207,0.7036436288604918,0.7512260067225998,0.6919622301956861
29,minkowski,diabetes,uniform,4,0.7513020833333333,0.6945717818556503,0.7424116820660791,0.6843432835820895
29,minkowski,diabetes,uniform,5,0.7499872676343264,0.6943461828389851,0.7403305348219609,0.6851851851851852
29,minkowski,diabetes,uniform,6,0.7527264828633339,0.7008771887199104,0.7419609358712161,0.6897448379376092
3,chebyshev,diabetes,distance,2,0.6861979166666667,0.6425179040895714,0.6494825195520667,0.6395373134328358
3,chebyshev,diabetes,distance,3,0.7225821801645432,0.6849052715048273,0.6927309959115546,0.6804140346775126
3,chebyshev,diabetes,distance,4,0.7135416666666667,0.6757250938536917,0.68253566328741,0.6717910447761195
3,chebyshev,diabetes,distance,5,0.7422290128172481,0.7071696300145061,0.7198447711798458,0.7031418588399722
3,chebyshev,diabetes,distance,6,0.7213931902225884,0.6846624593208555,0.6917285807824073,0.6804155293613124
5,chebyshev,diabetes,distance,2,0.69921875,0.6477118852873197,0.6641766636617896,0.6426119402985074
5,chebyshev,diabetes,distance,3,0.6939918793392844,0.6461323787561458,0.6613912482893846,0.6421183068935755
5,chebyshev,diabetes,distance,4,0.73046875,0.6900376189995578,0.7020172949848337,0.6847910447761194
5,chebyshev,diabetes,distance,5,0.7226551226551228,0.6775649440990199,0.6943082301837038,0.671
5,chebyshev,diabetes,distance,6,0.7306508334350648,0.6896895961982553,0.704719985067796,0.6832766853851191
7,chebyshev,diabetes,distance,2,0.70703125,0.6571846616286945,0.6746924118537829,0.6512089552238807
7,chebyshev,diabetes,distance,3,0.7305219380229394,0.6858879579456505,0.7045572100473088,0.6787507292170769
7,chebyshev,diabetes,distance,4,0.7239583333333334,0.6767609518942941,0.6963725045057725,0.670268656716418
7,chebyshev,diabetes,distance,5,0.7356676003734828,0.6928423124882634,0.7122628198637116,0.6853640810621944
7,chebyshev,diabetes,distance,6,0.7448627197399743,0.7029383033095579,0.7240517518716447,0.6949166797058363
9,chebyshev,diabetes,distance,2,0.7265625,0.6787598059857453,0.6996761891563033,0.6714029850746268
9,chebyshev,diabetes,distance,3,0.73431118231988,0.6885624742822821,0.708619140374226,0.6825837938010236
9,chebyshev,diabetes,distance,4,0.7330729166666667,0.6859476500274586,0.7095956667303773,0.6781343283582089
9,chebyshev,diabetes,distance,5,0.744809438927086,0.6996003608951733,0.7254161109906183,0.6922243186582809
9,chebyshev,diabetes,distance,6,0.7292574302122118,0.6851515393256068,0.7045341626734504,0.6797956617233725
11,chebyshev,diabetes,distance,2,0.7213541666666667,0.6735758623399073,0.6931346010090679,0.6665373134328358
11,chebyshev,diabetes,distance,3,0.722577113692429,0.6689742307448925,0.6940852908555378,0.6630494857644188
11,chebyshev,diabetes,distance,4,0.7330729166666666,0.6879503607956199,0.7073757523560409,0.680731343283582
11,chebyshev,diabetes,distance,5,0.7421780833545539,0.6976887134267475,0.7211407568873381,0.6894074074074075
11,chebyshev,diabetes,distance,6,0.7422481414932145,0.6967322531689409,0.7197473123749903,0.6895593919690305
13,chebyshev,diabetes,distance,2,0.71484375,0.6571748790762607,0.6867356404640907,0.6502835820895523
13,chebyshev,diabetes,distance,3,0.714871446714224,0.6621421904110708,0.6847994985625113,0.6562936143566543
13,chebyshev,diabetes,distance,4,0.7565104166666666,0.7137317851367306,0.7383808839688107,0.7039253731343283
13,chebyshev,diabetes,distance,5,0.748731007554537,0.702762587748478,0.7329886915952083,0.6956785464709994
13,chebyshev,diabetes,distance,6,0.7408850192781135,0.6967450000735189,0.7215674747388979,0.6895419339696448
15,chebyshev,diabetes,distance,2,0.7278645833333333,0.6702546271607044,0.7059642748635923,0.6620149253731343
15,chebyshev,diabetes,distance,3,0.7253238568449429,0.6739124872788428,0.6997718855076357,0.6661730777873881
15,chebyshev,diabetes,distance,4,0.7330729166666667,0.678276061385176,0.713979635485374,0.6694776119402985
15,chebyshev,diabetes,distance,5,0.7409133350309821,0.6906078901276042,0.720980673583312,0.6815227113906359
15,chebyshev,diabetes,distance,6,0.7394408297981648,0.6899846670305322,0.716167188508016,0.6828616775905932
17,chebyshev,diabetes,distance,2,0.72265625,0.6629934461768958,0.699049689158231,0.6554179104477612
17,chebyshev,diabetes,distance,3,0.744819442854963,0.6997000896103405,0.723826902677438,0.6906510550338639
17,chebyshev,diabetes,distance,4,0.7447916666666666,0.6957406060801875,0.7249509968405985,0.687134328358209
17,chebyshev,diabetes,distance,5,0.7473304473304474,0.7008187921527191,0.7274751770339423,0.693267645003494
17,chebyshev,diabetes,distance,6,0.7357268363801909,0.6847738655802064,0.713604520622184,0.6773477024983049
19,chebyshev,diabetes,distance,2,0.7395833333333334,0.6888790435816551,0.719310705157505,0.6805373134328359
19,chebyshev,diabetes,distance,3,0.7422152761882964,0.6906098156686218,0.7245052757948293,0.6808428012587854
19,chebyshev,diabetes,distance,4,0.7382812499999999,0.6871828603067687,0.7196466441186403,0.6778059701492537
19,chebyshev,diabetes,distance,5,0.7434767846532553,0.6930935235672941,0.7257590757453837,0.6844444444444444
19,chebyshev,diabetes,distance,6,0.7380570433782987,0.6855723566262527,0.718347614801127,0.6790559061643396
21,chebyshev,diabetes,distance,2,0.7213541666666667,0.6539918707356724,0.7009720235498609,0.6474925373134328
21,chebyshev,diabetes,distance,3,0.7226482032501718,0.6645311274187025,0.6977315148762494,0.657161792114521
21,chebyshev,diabetes,distance,4,0.7369791666666666,0.6855133038300306,0.716171733196381,0.6768059701492537
21,chebyshev,diabetes,distance,5,0.7279602750190985,0.6720082138632274,0.7016587878754545,0.6658043326345213
21,chebyshev,diabetes,distance,6,0.7344960445532971,0.6819996354324784,0.7125322680622098,0.6740708867214891
23,chebyshev,diabetes,distance,2,0.7278645833333334,0.6592735347622976,0.7142600749876667,0.6524925373134329
23,chebyshev,diabetes,distance,3,0.7317832511571426,0.6703748889807889,0.715864651758587,0.6633064662006102
23,chebyshev,diabetes,distance,4,0.7395833333333333,0.6833751520177376,0.7237022649969078,0.6744776119402984
23,chebyshev,diabetes,distance,5,0.7356506238859181,0.6761345082028908,0.7172743248656259,0.6686897274633125
23,chebyshev,diabetes,distance,6,0.7513125743911372,0.700703191996421,0.7376903383365048,0.6913986392902056
25,chebyshev,diabetes,distance,2,0.7408854166666666,0.6780454477538231,0.7308211564758957,0.6685522388059701
25,chebyshev,diabetes,distance,3,0.7356642880076804,0.6741347536090139,0.720798894922154,0.6653453648033866
25,chebyshev,diabetes,distance,4,0.7356770833333334,0.6775421636046812,0.7190024078640872,0.6697462686567165
25,chebyshev,diabetes,distance,5,0.7460487225193108,0.6945123878887959,0.7286740406579902,0.6853829489867225
25,chebyshev,diabetes,distance,6,0.7423093393304034,0.686162195509827,0.7256481758723231,0.6775940703651546
27,chebyshev,diabetes,distance,2,0.7330729166666667,0.6628262842831376,0.7309963973047413,0.6547611940298508
27,chebyshev,diabetes,distance,3,0.7382430825767402,0.6758966630409339,0.7266607159739941,0.6673177943557856
27,chebyshev,diabetes,distance,4,0.734375,0.6729792943907403,0.7191866266043898,0.6644179104477612
27,chebyshev,diabetes,distance,5,0.7331550802139037,0.6688124279745556,0.7207039228696098,0.6620677847658979
27,chebyshev,diabetes,distance,6,0.740925393955116,0.6828407804731277,0.7255164627804535,0.673817926829975
29,chebyshev,diabetes,distance,2,0.7252604166666667,0.6548124591047878,0.7107314295510764,0.6478955223880598
29,chebyshev,diabetes,distance,3,0.7486699616617075,0.6912646308157773,0.7408143863800066,0.6806056974389593
29,chebyshev,diabetes,distance,4,0.7330729166666667,0.6691722220602416,0.7186257533897713,0.6616865671641792
29,chebyshev,diabetes,distance,5,0.740862405568288,0.6830719707588642,0.7303153512453101,0.6746729559748428
29,chebyshev,diabetes,distance,6,0.7344760161702171,0.6722168235905649,0.7197171037949958,0.664522809854135
3,euclidean,diabetes,distance,2,0.7252604166666667,0.686194339001108,0.6964892984072288,0.6807910447761194
3,euclidean,diabetes,distance,3,0.7343977891902546,0.6902342752326277,0.7088861829226881,0.6826106131974429
3,euclidean,diabetes,distance,4,0.7369791666666666,0.7035998470356395,0.7101985431852146,0.6993134328358209
3,euclidean,diabetes,distance,5,0.7304812834224599,0.6912480389270226,0.7032483813912701,0.6857631027253668
3,euclidean,diabetes,distance,6,0.7226146831573379,0.6815700552902008,0.6938830264591725,0.6761709174359777
5,euclidean,diabetes,distance,2,0.7395833333333333,0.7045957845440763,0.7146858026053502,0.6995820895522389
5,euclidean,diabetes,distance,3,0.7278517482706442,0.6896334309016409,0.701371684401287,0.6845905454557245
5,euclidean,diabetes,distance,4,0.7395833333333333,0.7012005014100641,0.714144588517434,0.6952537313432836
5,euclidean,diabetes,distance,5,0.7394873100755455,0.7028777823354915,0.7140663983088129,0.6976296296296296
5,euclidean,diabetes,distance,6,0.752685313409225,0.7183256442752207,0.7319693031291905,0.7124074218953736
7,euclidean,diabetes,distance,2,0.7213541666666667,0.6853693709749965,0.6928785300550389,0.6821194029850746
7,euclidean,diabetes,distance,3,0.7265342668357876,0.6828075898913344,0.7003826201533245,0.6765712517026324
7,euclidean,diabetes,distance,4,0.7239583333333334,0.6869377101427416,0.6956071299711774,0.6832537313432836
7,euclidean,diabetes,distance,5,0.7421950598421188,0.7031188761074834,0.7185370324204694,0.6963619846261355
7,euclidean,diabetes,distance,6,0.7395118033937619,0.70112597229949,0.7147270257997306,0.6958790428669946
9,euclidean,diabetes,distance,2,0.7265625,0.6803153899438227,0.6993853620920369,0.673134328358209
9,euclidean,diabetes,distance,3,0.7499517393695481,0.7101352698576298,0.7278854604697301,0.7023337138126916
9,euclidean,diabetes,distance,4,0.7395833333333334,0.70034259181578,0.7147528503427719,0.6943880597014925
9,euclidean,diabetes,distance,5,0.7447669977081742,0.705600923417976,0.7240928501104337,0.6982921034241789
9,euclidean,diabetes,distance,6,0.7317193317768419,0.690088667867954,0.7052340173363429,0.6847440266114965
11,euclidean,diabetes,distance,2,0.7200520833333333,0.6716170028876812,0.691247020545367,0.6646716417910448
11,euclidean,diabetes,distance,3,0.7370070223290354,0.6961106806518721,0.7159106247973361,0.6906048333818352
11,euclidean,diabetes,distance,4,0.7473958333333334,0.707373323762736,0.7255153607183302,0.7003880597014925
11,euclidean,diabetes,distance,5,0.7551735845853493,0.7159453036047883,0.7357357773301108,0.7096296296296296
11,euclidean,diabetes,distance,6,0.7344458941178864,0.6891301185239868,0.7080535351835843,0.684731784279977
13,euclidean,diabetes,distance,2,0.7434895833333333,0.7011861302715603,0.7201556275195478,0.6930597014925374
13,euclidean,diabetes,distance,3,0.7369815707573562,0.6921963035423054,0.7130708415188164,0.6845233918847624
13,euclidean,diabetes,distance,4,0.74609375,0.7037280670593009,0.7268390784545563,0.6950597014925373
13,euclidean,diabetes,distance,5,0.7344028520499108,0.6934500327318939,0.7080651938719285,0.6879811320754717
13,euclidean,diabetes,distance,6,0.7564901498504547,0.7164935391596595,0.7366663040930428,0.7081260105356489
15,euclidean,diabetes,distance,2,0.7356770833333333,0.6830607727381673,0.7177465676660129,0.6740746268656717
15,euclidean,diabetes,distance,3,0.7486494573510338,0.7024611835126481,0.7279181330841888,0.6953351963701916
15,euclidean,diabetes,distance,4,0.7539062499999999,0.7111483928756612,0.7336246371678395,0.7027910447761194
15,euclidean,diabetes,distance,5,0.7513114336643748,0.7115958746030779,0.7317955655925609,0.7035716282320056
15,euclidean,diabetes,distance,6,0.7344151362438707,0.6874545933547594,0.709787510870159,0.6801262771142289
17,euclidean,diabetes,distance,2,0.7434895833333333,0.6889599802616158,0.7318157557773354,0.6783432835820895
17,euclidean,diabetes,distance,3,0.7343824705628036,0.6849975726048911,0.7111880622240493,0.6765416657021831
17,euclidean,diabetes,distance,4,0.7434895833333334,0.69720650435968,0.7265286584144385,0.6904626865671643
17,euclidean,diabetes,distance,5,0.7460826754944402,0.7020477297251746,0.7253038183940574,0.6941111111111111
17,euclidean,diabetes,distance,6,0.7513431733097317,0.7097497467022468,0.7312520103241574,0.7017228365119932
19,euclidean,diabetes,distance,2,0.7395833333333333,0.68514368238732,0.7224075175479856,0.6762089552238806
19,euclidean,diabetes,distance,3,0.7408827940222782,0.6907823630826467,0.7207940505284719,0.681516890410326
19,euclidean,diabetes,distance,4,0.7330729166666666,0.6809912762920017,0.7103730670199992,0.6729402985074626
19,euclidean,diabetes,distance,5,0.7474662592309651,0.7033471707205757,0.7261438630517578,0.6954255765199161
19,euclidean,diabetes,distance,6,0.7474156232832815,0.6992619623649848,0.7253267990329412,0.6926195402099017
21,euclidean,diabetes,distance,2,0.7578125,0.7067156955627892,0.7481611659871383,0.695402985074627
21,euclidean,diabetes,distance,3,0.7499211418516823,0.6997303672722347,0.7345158345411474,0.6892911032769532
21,euclidean,diabetes,distance,4,0.7500000000000001,0.700933217334235,0.7374249179896712,0.691134328358209
21,euclidean,diabetes,distance,5,0.7525676937441643,0.7045296892380115,0.737681920211849,0.6947819706498952
21,euclidean,diabetes,distance,6,0.7473651549370283,0.69982682120283,0.7266869059804192,0.6933348835457269
23,euclidean,diabetes,distance,2,0.7356770833333334,0.6780346013596901,0.7181383970177073,0.6688805970149254
23,euclidean,diabetes,distance,3,0.7356643674817528,0.6790662468454736,0.7163010288115171,0.6705572234740242
23,euclidean,diabetes,distance,4,0.7565104166666666,0.7107703290683702,0.7414173942629116,0.7004626865671642
23,euclidean,diabetes,distance,5,0.7512605042016807,0.7015655162863802,0.7330827669350045,0.6937819706498951
23,euclidean,diabetes,distance,6,0.7500519784227553,0.703150615944354,0.7341253113281679,0.6930888054382031
25,euclidean,diabetes,distance,2,0.7513020833333333,0.6961228874094396,0.7439108960860812,0.6860746268656717
25,euclidean,diabetes,distance,3,0.7460860608834974,0.6904210946768599,0.7348484889395904,0.6812905347645938
25,euclidean,diabetes,distance,4,0.7486979166666666,0.6997380847867092,0.7313404968199224,0.6901343283582091
25,euclidean,diabetes,distance,5,0.7499702911467617,0.7009046307092837,0.7334604659380175,0.6911132075471698
25,euclidean,diabetes,distance,6,0.7434489702231989,0.693104682094629,0.7298557770105724,0.6854472724954653
27,euclidean,diabetes,distance,2,0.7486979166666667,0.6883633558825375,0.7431053094864045,0.6780149253731343
27,euclidean,diabetes,distance,3,0.7408421032972203,0.6821715222872466,0.726389139611225,0.6727823627146682
27,euclidean,diabetes,distance,4,0.73828125,0.6788208781934694,0.726374907744405,0.6691492537313433
27,euclidean,diabetes,distance,5,0.7486970545794076,0.6989639430199511,0.7348648983773873,0.6892962962962964
27,euclidean,diabetes,distance,6,0.7499186943020204,0.6984590348930512,0.736339304369502,0.6884469334770539
29,euclidean,diabetes,distance,2,0.74609375,0.6828068503102008,0.7409572476385216,0.6725522388059701
29,euclidean,diabetes,distance,3,0.7448044023867654,0.6879220031067715,0.7314467933739909,0.6784507380708101
29,euclidean,diabetes,distance,4,0.7552083333333334,0.7030123670847874,0.7459361130853996,0.6916716417910447
29,euclidean,diabetes,distance,5,0.7421271538918598,0.6892166905338314,0.7248978882592879,0.6798273934311669
29,euclidean,diabetes,distance,6,0.7512927049634784,0.6978124369037736,0.741573478779949,0.6869074421785265
3,minkowski,diabetes,distance,2,0.7213541666666667,0.6826326356131096,0.6916236949325185,0.6777910447761194
3,minkowski,diabetes,distance,3,0.7278871341013708,0.6930552228658522,0.6997841252352274,0.688859784754904
3,minkowski,diabetes,distance,4,0.72265625,0.6883093018150327,0.6936416822716569,0.6848507462686567
3,minkowski,diabetes,distance,5,0.7383074441897971,0.7035647342001556,0.7122309024321277,0.6986477987421383
3,minkowski,diabetes,distance,6,0.7408134098608313,0.7036791800225317,0.7136464954983094,0.6994987888060177
5,minkowski,diabetes,distance,2,0.7317708333333333,0.6911762150513443,0.7051238497554286,0.6857910447761194
5,minkowski,diabetes,distance,3,0.7173637536240177,0.6738055202647161,0.6928124111486761,0.6678835401110899
5,minkowski,diabetes,distance,4,0.7447916666666666,0.7071288302561712,0.7217312819457805,0.7018507462686566
5,minkowski,diabetes,distance,5,0.7409133350309821,0.7047638232678217,0.7145605181665736,0.6997959468902866
5,minkowski,diabetes,distance,6,0.7472227308795704,0.7140757042950234,0.7239868110137486,0.7088427302282724
7,minkowski,diabetes,distance,2,0.7265625,0.6894569838760983,0.7000450465868358,0.6852537313432836
7,minkowski,diabetes,distance,3,0.7395602461153074,0.7025037124363376,0.7145237652731199,0.6979666646281163
7,minkowski,diabetes,distance,4,0.7330729166666666,0.6894590107442435,0.7077175666450931,0.6833283582089553
7,minkowski,diabetes,distance,5,0.7330956625074272,0.6919861162912605,0.7060868517354526,0.6869811320754717
7,minkowski,diabetes,distance,6,0.7329200015514049,0.6945407555324322,0.7076835997539183,0.6883944145992339
9,minkowski,diabetes,distance,2,0.73046875,0.6854420811102034,0.7043867670795789,0.6787313432835821
9,minkowski,diabetes,distance,3,0.7383244242898197,0.6939302340331772,0.7140164872779305,0.6874487191253821
9,minkowski,diabetes,distance,4,0.7447916666666666,0.7043538335360444,0.7222409805306498,0.6975223880597015
9,minkowski,diabetes,distance,5,0.7343434343434343,0.6968139583390655,0.709975032856471,0.6903270440251572
9,minkowski,diabetes,distance,6,0.7252798887057722,0.6851429833467663,0.6974298108038403,0.6798741140608611
11,minkowski,diabetes,distance,2,0.734375,0.6857542796441097,0.7111042021075036,0.6774029850746268
11,minkowski,diabetes,distance,3,0.7552312417346965,0.7158288622347296,0.7343192610908105,0.707283614261482
11,minkowski,diabetes,distance,4,0.7317708333333334,0.6886422815368652,0.7080818830128457,0.6823283582089552
11,minkowski,diabetes,distance,5,0.7304473304473305,0.6915205363028772,0.7053819588982488,0.6855883997204753
11,minkowski,diabetes,distance,6,0.7474053706586096,0.7106457366357447,0.7250761677297658,0.7038877008756527
13,minkowski,diabetes,distance,2,0.7252604166666667,0.672108887986571,0.6996077210757791,0.6643432835820895
13,minkowski,diabetes,distance,3,0.7643459045421022,0.7252023176812097,0.7473496833778683,0.7160069284291396
13,minkowski,diabetes,distance,4,0.7369791666666667,0.6922608126395489,0.7142124280940927,0.6845970149253732
13,minkowski,diabetes,distance,5,0.7448094389270861,0.7069994255134262,0.7212381568644779,0.7017344514325646
13,minkowski,diabetes,distance,6,0.7552596759344036,0.7141355847322615,0.7389938383962001,0.7047348847047642
15,minkowski,diabetes,distance,2,0.7421875,0.6931042153396212,0.7212923722991942,0.684268656716418
15,minkowski,diabetes,distance,3,0.7500939582220697,0.7055483335272044,0.7282419384855117,0.6974039046435204
15,minkowski,diabetes,distance,4,0.73828125,0.6908452432067718,0.7156532854480216,0.683865671641791
15,minkowski,diabetes,distance,5,0.7486970545794075,0.7055982424741372,0.7299852712877214,0.6978148148148148
15,minkowski,diabetes,distance,6,0.7538351969266923,0.7121184012555458,0.7368207976897363,0.7038212735501893
17,minkowski,diabetes,distance,2,0.7486979166666667,0.6994058980938651,0.7323020755351582,0.6892686567164179
17,minkowski,diabetes,distance,3,0.7200136774878564,0.6708681327388885,0.6942040124242426,0.664667219567153
17,minkowski,diabetes,distance,4,0.75390625,0.7092863466118617,0.737789328379084,0.6993283582089553
17,minkowski,diabetes,distance,5,0.7460741872506579,0.7018510019056557,0.726700346634779,0.6934689028651293
17,minkowski,diabetes,distance,6,0.7461039231469613,0.7008035929459372,0.7270634015206344,0.6935335860034654
19,minkowski,diabetes,distance,2,0.7317708333333334,0.6762942504679716,0.7120615115092621,0.6684776119402985
19,minkowski,diabetes,distance,3,0.7487665027911294,0.6985286613896351,0.7322038646004297,0.6885104255637454
19,minkowski,diabetes,distance,4,0.7356770833333334,0.6882159584697458,0.712506488291203,0.6801343283582089
19,minkowski,diabetes,distance,5,0.7500381970970207,0.7064867938712286,0.730327577048887,0.6972159329140462
19,minkowski,diabetes,distance,6,0.7447408009318602,0.6940025844572603,0.7296905350194823,0.6853628800917958
21,minkowski,diabetes,distance,2,0.7122395833333333,0.6466135640146871,0.6862413272315857,0.6404925373134328
21,minkowski,diabetes,distance,3,0.7486851610780499,0.6969984330851416,0.7336772691417615,0.6866778858990051
21,minkowski,diabetes,distance,4,0.7447916666666667,0.6945393499285026,0.7269754586999226,0.6854029850746268
21,minkowski,diabetes,distance,5,0.7409133350309821,0.6938112966156245,0.7214979706245057,0.6850698812019567
21,minkowski,diabetes,distance,6,0.7615970696250178,0.7186880695475878,0.748009622145481,0.7086971986068371
23,minkowski,diabetes,distance,2,0.7395833333333333,0.6840400122119857,0.7240991066781529,0.6744776119402985
23,minkowski,diabetes,distance,3,0.7447534197693345,0.6926656415225402,0.730513878988992,0.6828295562057901
23,minkowski,diabetes,distance,4,0.7578125,0.7105555761685809,0.7436351156558683,0.6997313432835821
23,minkowski,diabetes,distance,5,0.7500636618283677,0.6965541332195908,0.7341803199436046,0.6879503843466107
23,minkowski,diabetes,distance,6,0.7434286239292763,0.693204958714333,0.7276310532719749,0.6844310865395203
25,minkowski,diabetes,distance,2,0.7552083333333334,0.6962916106296194,0.758818817802484,0.6856119402985075
25,minkowski,diabetes,distance,3,0.7591631022545204,0.707083064467514,0.7505862149371841,0.695531030804237
25,minkowski,diabetes,distance,4,0.7421875,0.6913285308657243,0.7275420953209855,0.6816716417910449
25,minkowski,diabetes,distance,5,0.750021220609456,0.7034827170090371,0.7318917836405129,0.6937735849056603
25,minkowski,diabetes,distance,6,0.748666920359519,0.6988705164223008,0.7284397855970726,0.6916571770487433
27,minkowski,diabetes,distance,2,0.7265625,0.6606757471556111,0.7096838939557386,0.653223880597015
27,minkowski,diabetes,distance,3,0.7630491261031,0.7119785023362301,0.756006271127375,0.700318738904124
27,minkowski,diabetes,distance,4,0.7565104166666666,0.7045178575522844,0.7464148900234331,0.6935373134328359
27,minkowski,diabetes,distance,5,0.7498769204651557,0.7001826785410336,0.7369605092718811,0.689199860237596
27,minkowski,diabetes,distance,6,0.752573170359519,0.7006521051683842,0.7428667670153292,0.6903765132680794
29,minkowski,diabetes,distance,2,0.7591145833333333,0.7013061020543196,0.7568596546779256,0.6894776119402986
29,minkowski,diabetes,distance,3,0.7331259060044251,0.6751414898066361,0.7151867265252082,0.6661157326758573
29,minkowski,diabetes,distance,4,0.7513020833333334,0.701179987534468,0.7432326070001385,0.6904029850746269
29,minkowski,diabetes,distance,5,0.7551905610729139,0.7039698337701555,0.7454924792789942,0.6935143256464011
29,minkowski,diabetes,distance,6,0.7473244623491831,0.6965382094671994,0.7335879303191946,0.6864929414628209
3,chebyshev,diabetes,reverse_distance,2,0.6640625,0.6263695839362382,0.6278041550178347,0.626
3,chebyshev,diabetes,reverse_distance,3,0.6731178950179294,0.6360708007849354,0.6381671431148689,0.6346591311158049
3,chebyshev,diabetes,reverse_distance,4,0.6666666666666667,0.6159565691314886,0.6278940087073455,0.6132835820895522
3,chebyshev,diabetes,reverse_distance,5,0.6640862405568289,0.624377662787299,0.6275756371344606,0.6232697414395527
3,chebyshev,diabetes,reverse_distance,6,0.6576604909306395,0.6142335130383604,0.6182279274546899,0.6125237602647241
5,chebyshev,diabetes,reverse_distance,2,0.6888020833333334,0.6277315325122952,0.6510104894135905,0.6233582089552239
5,chebyshev,diabetes,reverse_distance,3,0.6953449055530124,0.6393899181892063,0.6592681810430322,0.6345075668496648
5,chebyshev,diabetes,reverse_distance,4,0.6796875000000001,0.6305073635398788,0.6417295277325439,0.6267462686567165
5,chebyshev,diabetes,reverse_distance,5,0.7069773363891011,0.6545773492198764,0.6783514692679162,0.6485681341719077
5,chebyshev,diabetes,reverse_distance,6,0.6977522272833628,0.6453726319624852,0.6637867554149994,0.6405227692878296
7,chebyshev,diabetes,reverse_distance,2,0.7213541666666667,0.6684873949579833,0.6944248212105355,0.6613432835820896
7,chebyshev,diabetes,reverse_distance,3,0.6861691669209837,0.6364860206335099,0.6480539717933506,0.6325877463069439
7,chebyshev,diabetes,reverse_distance,4,0.6966145833333333,0.6498405761446038,0.6623743325831464,0.6449402985074627
7,chebyshev,diabetes,reverse_distance,5,0.7122060945590357,0.6663768255722831,0.6807212792332835,0.6619734451432565
7,chebyshev,diabetes,reverse_distance,6,0.7070199641650898,0.6598963956377532,0.6742527764864352,0.6547362610615622
9,chebyshev,diabetes,reverse_distance,2,0.7005208333333333,0.6455859825547959,0.6661212800723126,0.6401492537313433
9,chebyshev,diabetes,reverse_distance,3,0.7227143058098725,0.6662949476689279,0.6984341776290929,0.6589910908144753
9,chebyshev,diabetes,reverse_distance,4,0.7122395833333334,0.6538385871576369,0.683713214747711,0.6474179104477612
9,chebyshev,diabetes,reverse_distance,5,0.7148714031066973,0.6648738052865728,0.6864943390723766,0.6581153039832285
9,chebyshev,diabetes,reverse_distance,6,0.718841240411809,0.6673304234469825,0.6922844563708911,0.661349438156667
11,chebyshev,diabetes,reverse_distance,2,0.7122395833333333,0.6546560610722926,0.6842856402485674,0.6482835820895523
11,chebyshev,diabetes,reverse_distance,3,0.730409959054958,0.6818811240930351,0.7038390008277026,0.6761179804853389
11,chebyshev,diabetes,reverse_distance,4,0.7174479166666666,0.6620212788807529,0.6901616708563281,0.6557462686567164
11,chebyshev,diabetes,reverse_distance,5,0.7082420847126729,0.6551159653460079,0.6770905221125076,0.6502103424178896
11,chebyshev,diabetes,reverse_distance,6,0.7252183729577407,0.6743430350375307,0.6990133021249383,0.6668323365612522
13,chebyshev,diabetes,reverse_distance,2,0.6901041666666667,0.6209623453660151,0.6535945360945361,0.6174328358208956
13,chebyshev,diabetes,reverse_distance,3,0.7226127379453727,0.6635603816544343,0.70101189543914,0.6562242451006415
13,chebyshev,diabetes,reverse_distance,4,0.7213541666666667,0.6620557159668945,0.7066725440341448,0.6552835820895522
13,chebyshev,diabetes,reverse_distance,5,0.7317799847211612,0.6740055383823236,0.7121087391744049,0.6659692522711391
13,chebyshev,diabetes,reverse_distance,6,0.7201322763433641,0.6663802041312656,0.6935178735599181,0.6597496769183516
15,chebyshev,diabetes,reverse_distance,2,0.7213541666666667,0.6526255883175982,0.7006342416101419,0.6466268656716418
15,chebyshev,diabetes,reverse_distance,3,0.7160616305536482,0.6603183783654817,0.691092043343164,0.6529627281844115
15,chebyshev,diabetes,reverse_distance,4,0.7174479166666666,0.6568239566285592,0.6930128493102123,0.6496865671641792
15,chebyshev,diabetes,reverse_distance,5,0.7070791953144895,0.6507539413041373,0.6803830040763553,0.6443088749126484
15,chebyshev,diabetes,reverse_distance,6,0.7033059707471159,0.6409936198489863,0.675487715113106,0.6382845958147163
17,chebyshev,diabetes,reverse_distance,2,0.7109375,0.6366411914631287,0.6929495445810714,0.6325671641791045
17,chebyshev,diabetes,reverse_distance,3,0.710954904821851,0.6418471936853024,0.6857788860131963,0.6369904926395574
17,chebyshev,diabetes,reverse_distance,4,0.7109375,0.6501204072024351,0.6853386229889987,0.6438208955223881
17,chebyshev,diabetes,reverse_distance,5,0.7018589253883372,0.6348775218537339,0.6707284214989675,0.6309385045422781
17,chebyshev,diabetes,reverse_distance,6,0.7005393516399113,0.6308772982019815,0.6698791438531763,0.6280630458341302
19,chebyshev,diabetes,reverse_distance,2,0.7239583333333333,0.6576279576279577,0.7069440041214234,0.6503582089552239
19,chebyshev,diabetes,reverse_distance,3,0.7173738070941736,0.6545678336924552,0.6904720586063046,0.6486716562813185
19,chebyshev,diabetes,reverse_distance,4,0.6979166666666666,0.6267297190665871,0.6644965486499497,0.6234328358208956
19,chebyshev,diabetes,reverse_distance,5,0.7227145403615991,0.6577336961538123,0.7012471736094698,0.6512327044025158
19,chebyshev,diabetes,reverse_distance,6,0.7148017062910741,0.6537053890176745,0.6900021874150029,0.6467985216479193
