Data_set,Boot,Max_sample,Cv,Max_feature,Number_of_est,Accuracy,F-score
diabetes.data,True,100,2,6,10,0.7057291666666667,0.6360109593326758
diabetes.data,True,100,4,6,10,0.6692708333333333,0.46785596529004053
diabetes.data,True,100,6,6,10,0.712411255188305,0.587703200184062
diabetes.data,True,100,8,6,10,0.6783640803038524,0.5010468374890511
diabetes.data,True,100,2,6,15,0.68359375,0.5047543658359013
diabetes.data,True,100,4,6,15,0.6835937499999999,0.5353031253974159
diabetes.data,True,100,6,6,15,0.6614747852194348,0.438144292650273
diabetes.data,True,100,8,6,15,0.6731009224091156,0.4830201491213039
diabetes.data,True,100,2,6,20,0.6614583333333333,0.44444523721145185
diabetes.data,True,100,4,6,20,0.6979166666666666,0.5503104391430247
diabetes.data,True,100,6,6,20,0.6614342515870107,0.4773489056654617
diabetes.data,True,100,8,6,20,0.6797069994574064,0.4950173718793139
diabetes.data,True,100,2,8,5,0.6848958333333333,0.5535541056594321
diabetes.data,True,100,4,8,5,0.6992187499999999,0.5405770491002209
diabetes.data,True,100,6,8,5,0.6731834415501842,0.48979772234639213
diabetes.data,True,100,8,8,5,0.6823928377645144,0.6189702170375212
diabetes.data,True,100,2,8,10,0.6901041666666667,0.5620797483495281
diabetes.data,True,100,4,8,10,0.6966145833333334,0.6118138262828685
diabetes.data,True,100,6,8,10,0.7149335598130175,0.6206776462384597
diabetes.data,True,100,8,8,10,0.6992810634834509,0.5655390124686039
diabetes.data,True,100,2,8,15,0.73046875,0.6935952290081917
diabetes.data,True,100,4,8,15,0.6953125,0.5603176672861039
diabetes.data,True,100,6,8,15,0.7043850396244075,0.5792024333385702
diabetes.data,True,100,8,8,15,0.678418339663592,0.5157989188710906
diabetes.data,True,100,2,8,20,0.6927083333333333,0.541073329346945
diabetes.data,True,100,4,8,20,0.7070312499999999,0.570768155469733
diabetes.data,True,100,6,8,20,0.6848522000701948,0.5186259811646993
diabetes.data,True,100,8,8,20,0.6913049376017363,0.5340422666133436
diabetes.data,True,100,2,10,5,0.7083333333333333,0.6318076487747749
diabetes.data,True,100,4,10,5,0.6927083333333334,0.5806566942980093
diabetes.data,True,100,6,10,5,0.6588501133034242,0.46679278565029175
diabetes.data,True,100,8,10,5,0.6704150841020076,0.5847366152566523
diabetes.data,True,100,2,10,10,0.6875,0.5197671697885412
diabetes.data,True,100,4,10,10,0.6861979166666666,0.5477971251435723
diabetes.data,True,100,6,10,10,0.6783209602433417,0.47343269144170236
diabetes.data,True,100,8,10,10,0.6912778079218664,0.5675880276957666
diabetes.data,True,100,2,10,15,0.7239583333333333,0.6807443654373848
diabetes.data,True,100,4,10,15,0.68359375,0.5144136320545531
diabetes.data,True,100,6,10,15,0.6978741460914769,0.5739847569196886
diabetes.data,True,100,8,10,15,0.6681090613130765,0.4879106968489534
diabetes.data,True,100,2,10,20,0.7161458333333334,0.6377662155819153
diabetes.data,True,100,4,10,20,0.71484375,0.5868845357734451
diabetes.data,True,100,6,10,20,0.7017803960914769,0.564326014627777
diabetes.data,True,100,8,10,20,0.6875203472599023,0.5386439028559429
diabetes.data,True,100,2,12,5,0.65625,0.4223073396962088
diabetes.data,True,100,4,12,5,0.7005208333333333,0.6501668907745659
diabetes.data,True,100,6,12,5,0.6978435471728824,0.5871770430080698
diabetes.data,True,100,8,12,5,0.692919153553988,0.540197600405895
diabetes.data,True,100,2,12,10,0.6888020833333334,0.5455229957247145
diabetes.data,True,100,4,12,10,0.7044270833333334,0.5915539418972151
diabetes.data,True,100,6,12,10,0.6888193299965409,0.5396589071629369
diabetes.data,True,100,8,12,10,0.70427292457949,0.5709771637397953
diabetes.data,True,100,2,12,15,0.71484375,0.6623389362807681
diabetes.data,True,100,4,12,15,0.69921875,0.5458158161658029
diabetes.data,True,100,6,12,15,0.6886778596716109,0.5193585529055315
diabetes.data,True,100,8,12,15,0.6821758003255561,0.5167368513655108
diabetes.data,True,100,2,12,20,0.7369791666666666,0.6570059930059929
diabetes.data,True,100,4,12,20,0.6822916666666666,0.508662460384272
diabetes.data,True,100,6,12,20,0.6913935335662984,0.5446542648818051
diabetes.data,True,100,8,12,20,0.6653418339663593,0.483038687249296
diabetes.data,True,100,2,14,5,0.7356770833333334,0.6933042965032674
diabetes.data,True,100,4,14,5,0.6770833333333334,0.5027832176653825
diabetes.data,True,100,6,14,5,0.6784643380333272,0.5192123465628015
diabetes.data,True,100,8,14,5,0.6951437873033097,0.5424660526253039
diabetes.data,True,100,2,14,10,0.72265625,0.6550803465248692
diabetes.data,True,100,4,14,10,0.6979166666666666,0.5685940630718915
diabetes.data,True,100,6,14,10,0.6862460801593114,0.5425584043049412
diabetes.data,True,100,8,14,10,0.6757053716766142,0.5226529040438768
diabetes.data,True,100,2,14,15,0.6588541666666666,0.48839083386970905
diabetes.data,True,100,4,14,15,0.68359375,0.5301365593743402
diabetes.data,True,100,6,14,15,0.6784228506683757,0.52042945965865
diabetes.data,True,100,8,14,15,0.6902604449267499,0.5194625242411178
diabetes.data,True,100,2,14,20,0.7174479166666666,0.6195037340399903
diabetes.data,True,100,4,14,20,0.6861979166666666,0.5360881669710693
diabetes.data,True,100,6,14,20,0.6991648641121895,0.5515815343972906
diabetes.data,True,100,8,14,20,0.6889175257731959,0.5470616887524319
diabetes.data,False,20,2,2,5,0.6510416666666666,0.3943217665615142
diabetes.data,False,20,4,2,5,0.64453125,0.4525209122106758
diabetes.data,False,20,6,2,5,0.6679952955553521,0.4992162944501147
diabetes.data,False,20,8,2,5,0.6484536082474226,0.39997080409568214
diabetes.data,False,20,2,2,10,0.6549479166666666,0.42163424750567413
diabetes.data,False,20,4,2,10,0.6510416666666666,0.3943217665615142
diabetes.data,False,20,6,2,10,0.6523602018861014,0.40480125028267283
diabetes.data,False,20,8,2,10,0.6667390124796528,0.47578128592696617
diabetes.data,False,20,2,2,15,0.6627604166666666,0.4355428883405563
diabetes.data,False,20,4,2,15,0.671875,0.5118934984432479
diabetes.data,False,20,6,2,15,0.661465168416448,0.4336212867912419
diabetes.data,False,20,8,2,15,0.6497693977211069,0.393850617664143
diabetes.data,False,20,2,2,20,0.6640625,0.4722175726231607
diabetes.data,False,20,4,2,20,0.65234375,0.3983102005726621
diabetes.data,False,20,6,2,20,0.6640183898705976,0.47187694183122986
diabetes.data,False,20,8,2,20,0.6575013564839935,0.42106819162506853
diabetes.data,False,20,2,4,5,0.6770833333333333,0.47763847702310036
diabetes.data,False,20,4,4,5,0.6666666666666666,0.442405006246399
diabetes.data,False,20,6,4,5,0.6575078142485095,0.4156961655143953
diabetes.data,False,20,8,4,5,0.6810770482908302,0.5238559466612919
diabetes.data,False,20,2,4,10,0.7161458333333333,0.6076715430163706
diabetes.data,False,20,4,4,10,0.6757812499999999,0.4681731980284187
diabetes.data,False,20,6,4,10,0.6757783093247065,0.551284773616605
diabetes.data,False,20,8,4,10,0.6838171459576778,0.49900056392062286
diabetes.data,False,20,2,4,15,0.6796875,0.4923998853755962
diabetes.data,False,20,4,4,15,0.65625,0.4184925750635207
diabetes.data,False,20,6,4,15,0.6653815120856986,0.44719586371926884
diabetes.data,False,20,8,4,15,0.659888768312534,0.44256746543172915
diabetes.data,False,20,2,4,20,0.6901041666666667,0.5354902625166658
diabetes.data,False,20,4,4,20,0.6549479166666666,0.40933467276029956
diabetes.data,False,20,6,4,20,0.6823608122749191,0.5049120305606797
diabetes.data,False,20,8,4,20,0.6627645143787304,0.43658556605177534
diabetes.data,False,20,2,6,5,0.6861979166666666,0.5727737740890984
diabetes.data,False,20,4,6,5,0.71484375,0.6067326441590631
diabetes.data,False,20,6,6,5,0.683621408243301,0.5303375089220785
diabetes.data,False,20,8,6,5,0.6862859468258276,0.5398215538778866
diabetes.data,False,20,2,6,10,0.7044270833333334,0.5756709891622311
diabetes.data,False,20,4,6,10,0.6809895833333333,0.4879807046413462
diabetes.data,False,20,6,6,10,0.6967548614926041,0.581835736562494
diabetes.data,False,20,8,6,10,0.6811041779706999,0.5283368412930041
diabetes.data,False,20,2,6,15,0.6705729166666667,0.47533397825137036
diabetes.data,False,20,4,6,15,0.6627604166666667,0.4410288539463907
diabetes.data,False,20,6,6,15,0.6899594377556002,0.5432476690311188
diabetes.data,False,20,8,6,15,0.6732365708084644,0.4903378484560497
diabetes.data,False,20,2,6,20,0.7265625,0.637696524757424
diabetes.data,False,20,4,6,20,0.6953125,0.5294078987787455
diabetes.data,False,20,6,6,20,0.6810066710411197,0.4910846434864216
diabetes.data,False,20,8,6,20,0.6965138361367336,0.5597791390649033
diabetes.data,False,20,2,8,5,0.6809895833333333,0.5060819752869025
diabetes.data,False,20,4,8,5,0.6184895833333334,0.49909628475061485
diabetes.data,False,20,6,8,5,0.6809871195243037,0.49573679971891765
diabetes.data,False,20,8,8,5,0.6927563754747694,0.5578715126734632
diabetes.data,False,20,2,8,10,0.6705729166666666,0.4899789204657349
diabetes.data,False,20,4,8,10,0.7057291666666667,0.5805567780632197
diabetes.data,False,20,6,8,10,0.6902953900384544,0.5297602150906054
diabetes.data,False,20,8,8,10,0.705724362452523,0.5714512128765004
diabetes.data,False,20,2,8,15,0.6901041666666667,0.5625431854484109
diabetes.data,False,20,4,8,15,0.6848958333333333,0.5360668339460168
diabetes.data,False,20,6,8,15,0.7096339065901646,0.5676049769545878
diabetes.data,False,20,8,8,15,0.6874932175800326,0.5159569641273352
diabetes.data,False,20,2,8,20,0.6861979166666666,0.5591032497811934
diabetes.data,False,20,4,8,20,0.7031250000000001,0.595446632752233
diabetes.data,False,20,6,8,20,0.679653960406112,0.504631488608051
diabetes.data,False,20,8,8,20,0.7003798155181769,0.5782959309307383
diabetes.data,False,20,2,10,5,0.65234375,0.40176601706214915
diabetes.data,False,20,4,10,5,0.6562499999999999,0.497093036434807
diabetes.data,False,20,6,10,5,0.6979749238285621,0.5637732106616062
diabetes.data,False,20,8,10,5,0.686340206185567,0.5509981192601916
diabetes.data,False,20,2,10,10,0.7213541666666667,0.6927862085080421
diabetes.data,False,20,4,10,10,0.6783854166666666,0.5212524042940748
diabetes.data,False,20,6,10,10,0.6901015439022157,0.5872504666313063
diabetes.data,False,20,8,10,10,0.7082474226804123,0.601981568913933
diabetes.data,False,20,2,10,15,0.66796875,0.457237718178672
diabetes.data,False,20,4,10,15,0.6901041666666666,0.5597656026360703
diabetes.data,False,20,6,10,15,0.6835707809416264,0.5183970376620084
diabetes.data,False,20,8,10,15,0.696459576776994,0.5760340017595261
diabetes.data,False,20,2,10,20,0.7122395833333333,0.5995366474835444
diabetes.data,False,20,4,10,20,0.68359375,0.5416125161467105
diabetes.data,False,20,6,10,20,0.6848823221225254,0.5406290149663271
diabetes.data,False,20,8,10,20,0.7081389039609332,0.5727503444245328
diabetes.data,False,20,2,12,5,0.69140625,0.5594438078050981
diabetes.data,False,20,4,12,5,0.6966145833333333,0.5572657052738877
diabetes.data,False,20,6,12,5,0.6771819651722314,0.5336263142157857
diabetes.data,False,20,8,12,5,0.6653418339663593,0.5211688005821524
diabetes.data,False,20,2,12,10,0.6888020833333333,0.5168508639479765
diabetes.data,False,20,4,12,10,0.6940104166666666,0.5474367409201855
diabetes.data,False,20,6,12,10,0.6952087815876213,0.5614012523811348
diabetes.data,False,20,8,12,10,0.6928106348345089,0.5335849599058755
diabetes.data,False,20,2,12,15,0.7161458333333334,0.6314537626464298
diabetes.data,False,20,4,12,15,0.6809895833333334,0.5190872538608092
diabetes.data,False,20,6,12,15,0.680915192196179,0.5133874558482668
diabetes.data,False,20,8,12,15,0.7005968529571351,0.5635324445863676
diabetes.data,False,20,2,12,20,0.69921875,0.5887068135996141
diabetes.data,False,20,4,12,20,0.6966145833333333,0.5570883974650854
diabetes.data,False,20,6,12,20,0.6627057360017496,0.44979602274445823
diabetes.data,False,20,8,12,20,0.6810227889310906,0.5209021198665023
diabetes.data,False,20,2,14,5,0.7044270833333333,0.6542689595321174
diabetes.data,False,20,4,14,5,0.6770833333333334,0.5636260590354603
diabetes.data,False,20,6,14,5,0.6835099010152801,0.5316115930802902
diabetes.data,False,20,8,14,5,0.6604313619099295,0.539575551499391
diabetes.data,False,20,2,14,10,0.7018229166666667,0.6226227192081081
diabetes.data,False,20,4,14,10,0.6809895833333334,0.5535694096443877
diabetes.data,False,20,6,14,10,0.6745266943376264,0.4834916375168789
diabetes.data,False,20,8,14,10,0.6978296256104177,0.5813290060112083
diabetes.data,False,20,2,14,15,0.6875,0.516053282174297
diabetes.data,False,20,4,14,15,0.7122395833333333,0.6204431798211978
diabetes.data,False,20,6,14,15,0.7110372445268469,0.5774083571774427
diabetes.data,False,20,8,14,15,0.6914134563212154,0.5344651113480187
diabetes.data,False,20,2,14,20,0.7239583333333333,0.6522877635540782
diabetes.data,False,20,4,14,20,0.6940104166666666,0.5737840805861729
diabetes.data,False,20,6,14,20,0.7171610816089848,0.6337112365573355
diabetes.data,False,20,8,14,20,0.695360824742268,0.5474053655084441
diabetes.data,False,40,2,2,5,0.5247395833333334,0.39567871482942774
diabetes.data,False,40,4,2,5,0.62109375,0.5257387052160658
diabetes.data,False,40,6,2,5,0.6576502383059676,0.43488752339542214
diabetes.data,False,40,8,2,5,0.6484807379272924,0.4310271944875751
diabetes.data,False,40,2,2,10,0.6432291666666666,0.5148642715020088
diabetes.data,False,40,4,2,10,0.6666666666666666,0.4493653282345519
diabetes.data,False,40,6,2,10,0.6250164518861016,0.4108943454370595
diabetes.data,False,40,8,2,10,0.666467715680955,0.4621176039087499
diabetes.data,False,40,2,2,15,0.6640625,0.4786550803362035
diabetes.data,False,40,4,2,15,0.6510416666666666,0.3943217665615142
diabetes.data,False,40,6,2,15,0.6588706185527681,0.431398894402383
diabetes.data,False,40,8,2,15,0.6510580575149214,0.3943272292993631
diabetes.data,False,40,2,2,20,0.6510416666666666,0.3943217665615142
diabetes.data,False,40,4,2,20,0.6705729166666666,0.4499182290980398
diabetes.data,False,40,6,2,20,0.6510478659280962,0.3977022950223046
diabetes.data,False,40,8,2,20,0.6641616928920239,0.4450189167752389
diabetes.data,False,40,2,4,5,0.6549479166666667,0.4301069347215518
diabetes.data,False,40,4,4,5,0.6966145833333333,0.56884538055617
diabetes.data,False,40,6,4,5,0.6833879822071659,0.5255426110749936
diabetes.data,False,40,8,4,5,0.6588171459576777,0.43983665712360936
diabetes.data,False,40,2,4,10,0.6575520833333333,0.4170020723268733
diabetes.data,False,40,4,4,10,0.6640625,0.4499578340917904
diabetes.data,False,40,6,4,10,0.6769482212252537,0.521995134750692
diabetes.data,False,40,8,4,10,0.6887004883342376,0.5303354514966996
diabetes.data,False,40,2,4,15,0.6848958333333333,0.5147228250676528
diabetes.data,False,40,4,4,15,0.6861979166666666,0.49884563582135905
diabetes.data,False,40,6,4,15,0.6601627671722722,0.43041335462226815
diabetes.data,False,40,8,4,15,0.6705236028214867,0.4617593669568737
diabetes.data,False,40,2,4,20,0.6666666666666666,0.4723451584650323
diabetes.data,False,40,4,4,20,0.6705729166666666,0.45538563162529877
diabetes.data,False,40,6,4,20,0.6953193350831146,0.5315597713155769
diabetes.data,False,40,8,4,20,0.6549782962561042,0.42280294995757617
diabetes.data,False,40,2,6,5,0.6666666666666666,0.4606885847829376
diabetes.data,False,40,4,6,5,0.6757812499999999,0.4666204458002565
diabetes.data,False,40,6,6,5,0.6820139715457079,0.5607509262228763
diabetes.data,False,40,8,6,5,0.6756511123168747,0.5537476083891406
diabetes.data,False,40,2,6,10,0.6627604166666666,0.4714432496919948
diabetes.data,False,40,4,6,10,0.6953125,0.5524893916731922
diabetes.data,False,40,6,6,10,0.6835600514506907,0.516126114694616
diabetes.data,False,40,8,6,10,0.6692892023874119,0.482993785962348
diabetes.data,False,40,2,6,15,0.6809895833333334,0.5125782018668985
diabetes.data,False,40,4,6,15,0.6940104166666667,0.5489888259010036
diabetes.data,False,40,6,6,15,0.6679449861645201,0.5179135327292429
diabetes.data,False,40,8,6,15,0.6746066196418883,0.48590247359079014
diabetes.data,False,40,2,6,20,0.71875,0.6521179101757453
diabetes.data,False,40,4,6,20,0.6966145833333333,0.5476412462499151
diabetes.data,False,40,6,6,20,0.6887182343486135,0.5242101796712018
diabetes.data,False,40,8,6,20,0.6836001085187196,0.5102647515145824
diabetes.data,False,40,2,8,5,0.65234375,0.40865171855439325
diabetes.data,False,40,4,8,5,0.6822916666666666,0.5020300907379731
diabetes.data,False,40,6,8,5,0.6694087271612851,0.586896893045134
diabetes.data,False,40,8,8,5,0.6782555615843733,0.5082837813200565
diabetes.data,False,40,2,8,10,0.67578125,0.5124945455788829
diabetes.data,False,40,4,8,10,0.6888020833333334,0.5342546234784042
diabetes.data,False,40,6,8,10,0.6927061874351462,0.5539090004193823
diabetes.data,False,40,8,8,10,0.673290830168204,0.49238030185218506
diabetes.data,False,40,2,8,15,0.7200520833333334,0.6185712563910302
diabetes.data,False,40,4,8,15,0.6914062499999999,0.518947683585456
diabetes.data,False,40,6,8,15,0.6835404999338746,0.500478617174731
diabetes.data,False,40,8,8,15,0.6914948453608247,0.5345920244952496
diabetes.data,False,40,2,8,20,0.6666666666666666,0.5131787142834732
diabetes.data,False,40,4,8,20,0.7044270833333334,0.5766622006953537
diabetes.data,False,40,6,8,20,0.6978946513408207,0.5664410805229436
diabetes.data,False,40,8,8,20,0.6860417797069994,0.5269038635205826
diabetes.data,False,40,2,10,5,0.6640625,0.4460316498957405
diabetes.data,False,40,4,10,5,0.6901041666666667,0.541962009154778
diabetes.data,False,40,6,10,5,0.6796736708783495,0.48773552329616227
diabetes.data,False,40,8,10,5,0.6939907759088443,0.558692280530533
diabetes.data,False,40,2,10,10,0.7057291666666667,0.6535062831199736
diabetes.data,False,40,4,10,10,0.7031250000000001,0.5637958727336914
diabetes.data,False,40,6,10,10,0.7096944686056684,0.6099062575395496
diabetes.data,False,40,8,10,10,0.6809413998914813,0.48985543759869354
diabetes.data,False,40,2,10,15,0.7109375,0.6116429503464095
diabetes.data,False,40,4,10,15,0.7018229166666666,0.5785884316808605
diabetes.data,False,40,6,10,15,0.6953002604325622,0.5558807433416136
diabetes.data,False,40,8,10,15,0.6755697232772653,0.5280885732427769
diabetes.data,False,40,2,10,20,0.6809895833333334,0.49017003626181055
diabetes.data,False,40,4,10,20,0.69921875,0.5897448440282143
diabetes.data,False,40,6,10,20,0.6940483275346395,0.5436795883284972
diabetes.data,False,40,8,10,20,0.6952251763429191,0.548545195314714
diabetes.data,False,40,2,12,5,0.703125,0.6024862685169016
diabetes.data,False,40,4,12,5,0.6666666666666667,0.4849966609663352
diabetes.data,False,40,6,12,5,0.7134989871360556,0.5860924948655863
diabetes.data,False,40,8,12,5,0.6784454693434618,0.510152024896446
diabetes.data,False,40,2,12,10,0.6640625,0.46291377085795443
diabetes.data,False,40,4,12,10,0.6861979166666666,0.5072178438740242
diabetes.data,False,40,6,12,10,0.6862156401961382,0.5480327521959459
diabetes.data,False,40,8,12,10,0.7134563212154097,0.602043989991764
diabetes.data,False,40,2,12,15,0.7018229166666666,0.5695784711427425
diabetes.data,False,40,4,12,15,0.6901041666666666,0.5255495054359742
diabetes.data,False,40,6,12,15,0.6756663252304218,0.48272921930126045
diabetes.data,False,40,8,12,15,0.6939636462289744,0.5606581559857984
diabetes.data,False,40,2,12,20,0.68359375,0.5237428904595323
diabetes.data,False,40,4,12,20,0.6731770833333334,0.49943647885734943
diabetes.data,False,40,6,12,20,0.687527658243301,0.5723767150348066
diabetes.data,False,40,8,12,20,0.701939772110689,0.574434164248228
diabetes.data,False,40,2,14,5,0.73046875,0.6779523990791596
diabetes.data,False,40,4,14,5,0.6692708333333333,0.5316781053418141
diabetes.data,False,40,6,14,5,0.6520742410832366,0.5448468341381597
diabetes.data,False,40,8,14,5,0.6955236028214867,0.5766537522702353
diabetes.data,False,40,2,14,10,0.6770833333333333,0.4859086751704764
diabetes.data,False,40,4,14,10,0.6731770833333334,0.5443988099349815
diabetes.data,False,40,6,14,10,0.6900299344849335,0.520740918313351
diabetes.data,False,40,8,14,10,0.6859603906673901,0.5418688735621922
diabetes.data,False,40,2,14,15,0.6953125,0.5689397705637749
diabetes.data,False,40,4,14,15,0.6770833333333334,0.5136616631195683
diabetes.data,False,40,6,14,15,0.6821775366741948,0.5149298231217722
diabetes.data,False,40,8,14,15,0.6966766142159523,0.5605434052715965
diabetes.data,False,40,2,14,20,0.6692708333333333,0.4624707476005224
diabetes.data,False,40,4,14,20,0.6731770833333334,0.490946281566
diabetes.data,False,40,6,14,20,0.7017299277452237,0.5562974353363487
diabetes.data,False,40,8,14,20,0.665368963646229,0.47465992939564705
diabetes.data,False,60,2,2,5,0.7083333333333333,0.6160726764437507
diabetes.data,False,60,4,2,5,0.6497395833333333,0.3972980359220374
diabetes.data,False,60,6,2,5,0.6418205037233718,0.4863073750650071
diabetes.data,False,60,8,2,5,0.6652333152468801,0.4964368464544066
diabetes.data,False,60,2,2,10,0.65625,0.4136263641394918
diabetes.data,False,60,4,2,10,0.65625,0.4125430691840084
diabetes.data,False,60,6,2,10,0.6720452412561801,0.4491695268691159
diabetes.data,False,60,8,2,10,0.6576370048833424,0.4308281079443905
diabetes.data,False,60,2,2,15,0.6796875,0.5282264647784161
diabetes.data,False,60,4,2,15,0.6549479166666666,0.4330487350458605
diabetes.data,False,60,6,2,15,0.6510478659280962,0.39432307377704884
diabetes.data,False,60,8,2,15,0.6523738469886056,0.41567845768880807
diabetes.data,False,60,2,2,20,0.65234375,0.398336940854919
diabetes.data,False,60,4,2,20,0.6640625,0.4454181299900162
diabetes.data,False,60,6,2,20,0.6680877281328206,0.4508065042761262
diabetes.data,False,60,8,2,20,0.6575013564839935,0.41194057193790734
diabetes.data,False,60,2,4,5,0.6640625,0.50695252506815
diabetes.data,False,60,4,4,5,0.69921875,0.5422403366916957
diabetes.data,False,60,6,4,5,0.6965414638395492,0.5727423338464421
diabetes.data,False,60,8,4,5,0.6667390124796528,0.48145403834674283
diabetes.data,False,60,2,4,10,0.70703125,0.5608046964465587
diabetes.data,False,60,4,4,10,0.6640625,0.4651503303890852
diabetes.data,False,60,6,4,10,0.6588098975818429,0.41891362983099306
diabetes.data,False,60,8,4,10,0.6312940857297884,0.4243855826084626
diabetes.data,False,60,2,4,15,0.6783854166666666,0.52256795162887
diabetes.data,False,60,4,4,15,0.6653645833333334,0.45179633417670434
diabetes.data,False,60,6,4,15,0.6536624441748561,0.42036652244606015
diabetes.data,False,60,8,4,15,0.674633749321758,0.4971346786649179
diabetes.data,False,60,2,4,20,0.69140625,0.5501954973399543
diabetes.data,False,60,4,4,20,0.6796875,0.5287209943074289
diabetes.data,False,60,6,4,20,0.6549339285895949,0.4059736665223875
diabetes.data,False,60,8,4,20,0.6706049918610961,0.46032085055220306
diabetes.data,False,60,2,6,5,0.6966145833333333,0.6106412170402455
diabetes.data,False,60,4,6,5,0.6940104166666666,0.5801901123722133
diabetes.data,False,60,6,6,5,0.6874770309416265,0.5801715147898122
diabetes.data,False,60,8,6,5,0.6730737927292458,0.5161338472745234
diabetes.data,False,60,2,6,10,0.7083333333333333,0.5941349900273332
diabetes.data,False,60,4,6,10,0.7174479166666667,0.5850335870202414
diabetes.data,False,60,6,6,10,0.6837745617916946,0.5293044129452164
diabetes.data,False,60,8,6,10,0.6800596852957135,0.5143401018917148
diabetes.data,False,60,2,6,15,0.6901041666666667,0.6141112382376684
diabetes.data,False,60,4,6,15,0.6953125,0.5546595261044815
diabetes.data,False,60,6,6,15,0.683478984185843,0.5159180853674117
diabetes.data,False,60,8,6,15,0.6913320672816061,0.5371904290935381
diabetes.data,False,60,2,6,20,0.6666666666666666,0.4606885847829376
diabetes.data,False,60,4,6,20,0.6640624999999999,0.45655937952135855
diabetes.data,False,60,6,6,20,0.6940494402225884,0.5297151041417374
diabetes.data,False,60,8,6,20,0.702930005425936,0.5419915624962406
diabetes.data,False,60,2,8,5,0.7005208333333334,0.6806175440456501
diabetes.data,False,60,4,8,5,0.6809895833333334,0.5533970786772859
diabetes.data,False,60,6,8,5,0.6811088793769965,0.4968049019327283
diabetes.data,False,60,8,8,5,0.6862316874660879,0.5152081382065996
diabetes.data,False,60,2,8,10,0.703125,0.5817424463421227
diabetes.data,False,60,4,8,10,0.6953125,0.5802408132321566
diabetes.data,False,60,6,8,10,0.6848212832407575,0.5023742199633494
diabetes.data,False,60,8,8,10,0.6899620184481823,0.5530338392622008
diabetes.data,False,60,2,8,15,0.6888020833333333,0.5259065333890975
diabetes.data,False,60,4,8,15,0.67578125,0.49504468282253533
diabetes.data,False,60,6,8,15,0.6744860017497812,0.4859067172724582
diabetes.data,False,60,8,8,15,0.7006239826370049,0.5779918663991293
diabetes.data,False,60,2,8,20,0.6901041666666667,0.554051168295767
diabetes.data,False,60,4,8,20,0.6979166666666666,0.5453750304902901
diabetes.data,False,60,6,8,20,0.7058494164428574,0.5589541320140977
diabetes.data,False,60,8,8,20,0.687438958220293,0.5272507313489347
diabetes.data,False,60,2,10,5,0.6666666666666666,0.46276149169447844
diabetes.data,False,60,4,10,5,0.6979166666666666,0.5683734332534598
diabetes.data,False,60,6,10,5,0.6730922806160856,0.5766896824295491
diabetes.data,False,60,8,10,5,0.6938551275094954,0.5533840475598693
diabetes.data,False,60,2,10,10,0.6979166666666667,0.5967207627229392
diabetes.data,False,60,4,10,10,0.6927083333333334,0.5423299792782023
diabetes.data,False,60,6,10,10,0.6901018618130582,0.5564384457075545
diabetes.data,False,60,8,10,10,0.686096039066739,0.5187023413361246
diabetes.data,False,60,2,10,15,0.71484375,0.5936208147119006
diabetes.data,False,60,4,10,15,0.7213541666666666,0.628692321201416
diabetes.data,False,60,6,10,15,0.6913227189261226,0.534669730950496
diabetes.data,False,60,8,10,15,0.6938551275094953,0.5512674743858736
diabetes.data,False,60,2,10,20,0.73046875,0.6429732380552053
diabetes.data,False,60,4,10,20,0.7096354166666666,0.5895441999634718
diabetes.data,False,60,6,10,20,0.6889116036185884,0.5189731787665673
diabetes.data,False,60,8,10,20,0.6979652740097666,0.5719615309970709
diabetes.data,False,60,2,12,5,0.67578125,0.5005054388905321
diabetes.data,False,60,4,12,5,0.6901041666666666,0.5671927028722801
diabetes.data,False,60,6,12,5,0.7083117948737513,0.6236947183605097
diabetes.data,False,60,8,12,5,0.6794899620184481,0.49934395974215134
diabetes.data,False,60,2,12,10,0.7005208333333333,0.606563302071489
diabetes.data,False,60,4,12,10,0.67578125,0.5236658631479131
diabetes.data,False,60,6,12,10,0.683468731561171,0.508462517974534
diabetes.data,False,60,8,12,10,0.704625610417797,0.5955465516318716
diabetes.data,False,60,2,12,15,0.7278645833333334,0.6734403804505283
diabetes.data,False,60,4,12,15,0.6979166666666666,0.5685888769366169
diabetes.data,False,60,6,12,15,0.723987581130847,0.6342727769342712
diabetes.data,False,60,8,12,15,0.6822571893651654,0.5016813862740643
diabetes.data,False,60,2,12,20,0.7200520833333334,0.635770839247356
diabetes.data,False,60,4,12,20,0.68359375,0.5532375848878441
diabetes.data,False,60,6,12,20,0.6926967295875807,0.5327911947570192
diabetes.data,False,60,8,12,20,0.69267498643516,0.5535044264668467
diabetes.data,False,60,2,14,5,0.6575520833333334,0.41408150961004875
diabetes.data,False,60,4,14,5,0.7265625,0.6401043066498383
diabetes.data,False,60,6,14,5,0.7018925391411829,0.5565640922979881
diabetes.data,False,60,8,14,5,0.6940721649484536,0.5454618112464933
diabetes.data,False,60,2,14,10,0.72265625,0.6679033121076343
diabetes.data,False,60,4,14,10,0.6875,0.5781659010051297
diabetes.data,False,60,6,14,10,0.722756630348532,0.6313556089684593
diabetes.data,False,60,8,14,10,0.7070401519262073,0.5835228931247132
diabetes.data,False,60,2,14,15,0.6966145833333334,0.5530548412225091
diabetes.data,False,60,4,14,15,0.6770833333333333,0.4936564336268903
